favourite_count, up_count, category, comment_count, following_count, favourites_count, followers_count, subscribe_count, videos_count, vv_count, Popularity_rank
0,100,3,25,137,125,23960,23960,493,3099178,3
0,0,17,0,868,5,901,901,234,247541,1
0,11,15,93,13,0,617,617,40,1273681,3
0,0,19,0,1,0,0,0,9,486,1
0,0,20,0,0,0,0,0,9,67,1
0,0,8,1,1,1,0,0,21,857,2
0,1,10,0,8,23,2,2,6,1737,2
0,0,15,0,11,0,0,0,0,32,1
0,1,1,0,2,3,557,557,7107,1534799,1
0,0,12,0,37,4,7,7,29,897,1
0,0,20,0,12,1,4,4,7,24055,1
0,0,21,0,0,0,6,6,31,5355,1
0,1,10,0,0,1,0,0,2,686,2
0,0,10,24,64,1,62,62,15,860,1
0,0,19,0,1,7,6,6,91,15652,1
0,0,6,0,0,0,0,0,7,19,1
0,1,12,0,0,0,0,0,11,150,1
0,0,2,0,2,5,5,5,512,32847,2
0,0,21,0,0,0,0,0,1,5,1
0,0,20,0,0,4,0,0,1,3,1
0,0,16,0,110,0,619,619,982,10253223,1
0,0,11,0,0,0,0,0,23,906,2
0,2,13,0,0,0,0,0,34,1358,2
0,5,10,0,0,0,0,0,4,244,2
0,0,21,0,0,1,0,0,4,224,1
0,0,17,0,0,0,0,0,1,27,1
0,0,7,0,0,1,0,0,1,51,1
0,3,11,0,60,20,4715,4715,2957,36293813,1
0,0,21,0,1,0,0,0,113,5534,1
0,4,3,2,2,0,2481,2481,1132,2809004,3
0,2,1,0,6,1,1,1,7,199,1
0,0,9,0,426,1,488,488,89,360404,1
0,1,21,0,0,0,0,0,2,64,1
0,0,1,0,1,1,74,74,43,3561,1
0,0,9,0,0,0,0,0,1,15,1
0,8,7,19,0,0,239255,239255,156,99670690,2
0,0,6,0,0,0,0,0,5,118,1
0,0,14,0,21,6,2,2,63,22455,1
0,0,12,0,9,0,1,1,29,320,1
0,0,4,0,0,1,0,0,59,736,1
0,0,1,0,0,0,0,0,27,251,1
0,0,4,0,0,0,0,0,10,11,1
0,0,17,0,0,0,0,0,3,101,1
0,0,17,0,4,5,16,16,38,1425,1
0,0,6,0,0,0,0,0,2,31,1
0,0,7,1,0,0,0,0,2,348,2
0,3,11,0,0,0,1,1,1,246,2
0,2,3,1,7,0,1904,1904,633,2914792,3
0,0,1,0,0,0,0,0,3,622,1
0,0,12,0,0,4,0,0,5,69,1
0,22,3,9,57,19,39478,39478,174,20637534,3
0,0,1,0,11,2,1,1,2,315,1
0,1,9,0,3,1,16,16,88,38156,2
0,0,18,0,0,0,0,0,1,130,2
0,0,1,0,2,2,3,3,19,649,1
0,0,10,0,0,0,0,0,3,378,2
0,1,10,1,41,17,47,47,51,159125,2
0,0,22,0,2,4,39,39,3,2387,1
0,0,10,0,2,0,0,0,11,284,2
0,0,1,0,0,0,0,0,8,239,1
0,0,5,0,385,3,3,3,6,31,1
0,0,14,0,0,1,1,1,8,613,1
0,0,13,0,0,0,0,0,7,88,1
0,1,10,1,1,1,11,11,8,5484,2
0,0,5,0,0,0,0,0,2,81,1
0,0,11,0,0,0,0,0,21,1836,1
0,1,2,0,1,2,0,0,19,1328,2
0,0,4,0,1,0,2,2,231,4139,1
0,0,6,0,2,10,3,3,11,5228,2
0,8,8,0,6,12,47,47,32,13956,2
0,0,5,1,33,3,2,2,14,459,1
0,0,19,0,2,1,44,44,78,6460,1
0,1,10,0,14,9,3,3,1,448,1
0,0,18,0,2,0,5045,5045,79686,302786176,1
0,4,7,1,0,1,0,0,6,619,2
0,0,1,0,48,41,56,56,151,190034,2
0,0,3,0,8,2,14,14,33,1668,1
0,0,13,0,0,0,0,0,1,6,1
0,0,5,0,0,0,0,0,27,88,1
0,0,9,0,0,0,0,0,4,87,1
0,0,21,0,5,14,0,0,22,84,1
0,0,5,0,1,0,0,0,16,69,1
0,0,4,0,4,5,0,0,13,172,1
0,3,8,1,12,5,1,1,5,693,2
0,1,8,0,0,0,1,1,8,413,2
0,0,3,0,0,0,12,12,72,4300,1
0,0,10,0,17,0,50,50,2362,14821,1
0,0,20,0,2,61,3,3,64,274,1
0,0,21,0,0,41,0,0,14,62,1
0,0,12,0,0,0,0,0,10,70,1
0,0,21,0,2,13,4,4,45,3850,1
0,2,17,0,0,0,0,0,1,22,1
0,0,9,0,29,48,5,5,11,338,1
0,0,20,0,12,37,5,5,122,9277,1
0,4,7,0,14,17,1,1,8,343,2
0,0,7,0,0,97,19,19,270,85167,2
0,1,19,0,4,4,135,135,171,178467,1
0,0,21,0,0,0,0,0,21,315,1
0,0,20,0,0,0,0,0,5,1907,1
0,0,2,0,0,0,0,0,12,2302,2
0,0,22,0,0,0,0,0,4,31,1
0,0,17,0,5,54,1,1,33,6048,1
0,0,23,0,0,0,0,0,22,4,1
0,2,2,0,5,1,0,0,5,949,1
0,0,8,0,0,0,0,0,1,98,1
0,0,15,0,18,216,30,30,29,50168,1
0,2,8,0,29,35,19,19,208,16472,1
0,0,17,0,0,0,0,0,2,294,1
0,2,2,0,11,1,5045,5045,1652,1037115,1
0,0,17,0,11,19,4,4,209,13435,2
0,0,9,0,47,10,1259,1259,26,248346,3
0,2,12,0,7,9,0,0,2,65,1
0,1,2,0,0,0,0,0,2,634,2
0,17,9,0,3,0,51,51,150,441675,3
0,0,11,2,1,0,18696,18696,2245,16566048,3
0,0,12,0,0,1,0,0,3,18,1
0,0,10,0,0,0,4,4,0,956,2
0,0,17,0,0,0,0,0,5,86,1
0,0,20,0,3,26,1,1,1,23,1
0,0,10,0,61,20,19,19,27,15579,2
0,0,10,0,3,0,1,1,9,1333,2
0,1,5,0,0,1,0,0,3,139,1
0,0,19,0,0,0,0,0,1,1,1
0,0,13,0,1,0,1,1,54,530,1
0,0,12,0,0,0,0,0,3,28,1
0,0,19,0,0,0,0,0,1,3,1
0,1,14,0,17,3,1147,1147,37,43522,2
0,0,16,0,21,43,2,2,7,569,1
0,0,12,0,0,0,0,0,43,232,1
0,1,4,0,12,8,26,26,13,80607,1
0,0,13,0,0,0,0,0,8,683,1
0,0,12,0,0,0,0,0,6,34,1
0,0,1,0,0,0,0,0,19,3581,3
0,0,17,0,0,0,0,0,2,66,1
0,0,10,0,0,0,0,0,19,535,2
0,0,11,0,0,1,4,4,13,930,1
0,0,12,0,6,13,0,0,16,357,1
0,0,10,0,22,8,14,14,118,7124,2
0,0,10,0,0,0,0,0,3,16,1
0,2,1,0,0,0,0,0,1,21,1
0,0,12,0,0,0,0,0,1,14,1
0,0,8,0,3,4,0,0,1,194,2
0,8,11,17,4,4,78,78,270,546577,2
0,1,3,1,0,0,2,2,16,1729,2
0,1,10,3,2,3,0,0,6,3806,2
0,1,2,4,517,2,498,498,114,1059607,2
0,0,8,0,11,9,1,1,19,3069,2
0,0,1,0,0,0,0,0,36,580,1
0,9,11,1,1,1,291,291,153,82493,3
0,1,16,0,0,0,0,0,1,88,2
0,28,3,9,25,14,57829,57829,864,56588681,3
0,0,19,0,1,0,0,0,3,38,1
0,0,5,0,0,0,0,0,1,32,1
0,0,9,0,0,1,0,0,48,334,1
0,0,5,0,2,1,0,0,6,51,1
0,0,1,0,0,0,2,2,6,1168,2
0,4,4,0,0,0,0,0,1,807,2
0,24,22,4,23,1,1043,1043,7,26802,2
0,1,10,0,1,0,2,2,4,657,2
0,1,14,2,0,0,0,0,2,171,2
0,0,1,0,0,0,0,0,2,32,1
0,0,2,0,0,0,0,0,19,789,1
0,0,13,0,0,0,0,0,6,50,1
0,0,8,0,0,1,2,2,8,3023,2
0,0,6,0,0,0,0,0,0,115,1
0,2,7,0,0,3,1,1,14,1102,1
0,1,8,1,49,4,10626,10626,214,2073134,2
0,0,14,0,0,0,0,0,7,65,1
0,0,4,0,14,1,4,4,27,1208,1
0,3,10,6,4,10,2709,2709,466,14077868,2
0,0,5,1,8,53,38,38,192,39626,1
0,0,17,0,10,26,0,0,1,123,2
0,0,4,0,0,0,0,0,26,2823,1
0,0,8,0,0,0,0,0,31,163,2
0,0,17,0,39,4,31,31,59,3065,1
0,0,4,0,0,0,0,0,33,651,1
0,0,5,0,10,14,3,3,288,5851,1
0,0,5,0,1,1,0,0,5,25,1
0,2,8,0,0,0,1,1,16,2234,2
0,0,1,0,2,8,4,4,122,13778,2
0,5,3,4,5,1,9986,9986,850,5317841,3
0,182,14,118,19,2,253552,253552,145,68493477,3
0,0,10,0,0,1,1,1,5,2176,2
0,0,12,0,19,1,0,0,9,46,1
0,2,7,0,0,0,0,0,4,131,2
0,0,12,0,1,0,0,0,29,1549,1
0,0,1,0,0,0,2,2,12,828,2
0,3,18,1,389,192,26834,26834,7238,361034450,3
0,0,10,0,0,0,0,0,2,7,1
0,1,6,0,9,1,3065,3065,3367,2304683,1
0,0,16,0,1,0,0,0,1,6,1
0,22,7,2,0,0,1569,1569,104,2754352,3
0,2,10,0,5,35,0,0,6,7311,2
0,0,22,0,0,0,0,0,831,1848,1
0,0,1,0,282,49,745,745,224,669786,1
0,1405,10,254,0,0,28,28,97,16446,3
0,3,3,4,22,2,8966,8966,977,6478236,3
0,0,12,0,2,0,0,0,4,11,1
0,0,15,0,9,29,0,0,450,3809,1
0,1,4,0,4,0,4689,4689,390,13984791,3
0,0,17,0,3,14,6,6,10,2969,1
0,0,12,0,0,1,0,0,29,271,1
0,539,4,6,0,2,0,0,1,15951,3
0,0,5,0,9,2,1,1,13,10029,1
0,0,12,3,124,8,311,311,279,54055,1
0,0,2,0,0,0,0,0,13,293,1
0,0,12,0,49,4,3,3,8,190,1
0,0,21,0,18,0,2,2,8,567,1
0,0,9,0,12,53,10,10,49,190439,1
0,0,21,0,1,0,0,0,1,2,1
0,0,6,0,0,0,0,0,6,1055,1
0,0,6,0,0,0,0,0,3,53,1
0,0,6,0,0,6,0,0,3,68,1
0,0,18,0,2,0,404,404,1130,4066495,1
0,0,22,0,0,0,0,0,9,10,1
0,6,8,0,29,32,5,5,17,1439,2
0,0,14,0,0,0,0,0,2,104,1
0,0,5,0,6,272,2,2,16,10505,1
0,0,23,0,11,42,26,26,100,16667,1
0,0,4,0,53,0,11,11,46,4693,1
0,0,9,0,0,0,0,0,1,16,1
0,0,17,0,0,0,0,0,11,271,1
0,0,19,0,0,0,0,0,1,0,1
0,0,20,0,17,72,51,51,113,41487,1
0,0,6,0,2,0,10,10,17,6505,1
0,1,12,0,0,0,312,312,0,274704,1
0,5,9,2,1,0,8831,8831,2258,38479507,2
0,22,2,49,226,1,2501,2501,80,572738,3
0,0,1,0,0,0,0,0,81,560,1
0,2,8,0,2,0,0,0,1,344,2
0,0,21,0,0,0,0,0,5,133,1
0,0,14,0,28,69,8,8,67,47348,2
0,0,7,0,0,0,0,0,3,290,1
0,0,16,0,8,0,1,1,77,743,1
0,1,12,1,0,0,0,0,2,21,1
0,2,9,0,3,0,25,25,6,135055,2
0,0,17,0,0,1,0,0,41,226,1
0,0,21,0,0,0,0,0,1,61,1
0,0,12,0,0,3,0,0,2,1459,1
0,0,22,0,3,1,2358,2358,174,833335,3
0,0,12,0,11,1,4,4,19,295,1
0,0,9,0,0,0,0,0,115,1626,1
0,0,12,0,1,0,0,0,2,24,1
0,0,21,0,1,5,0,0,110,568,1
0,0,12,0,2,5,3,3,73,2316,1
0,0,17,0,0,0,0,0,1,156,2
0,1,3,0,4,0,1771,1771,1112,10566103,2
0,0,13,0,0,0,0,0,390,1060,1
0,0,16,0,3,0,0,0,3,298,1
0,0,21,0,0,0,0,0,14,730,1
0,0,6,0,0,1,0,0,3,14,1
0,2,11,0,111,1,512,512,231,2319054,2
0,0,13,0,2,4,6308,6308,286,21782275,1
0,0,13,0,0,0,0,0,45,304,1
0,0,17,0,13,7,0,0,6,95,1
0,3,2,1,0,0,1,1,1,269,2
0,0,10,0,0,9,3,3,34,4469,1
0,0,13,0,0,0,2,2,410,4332,1
0,0,6,0,46,132,231,231,1026,1866273,1
0,0,21,0,0,0,0,0,21,1574,1
0,0,14,0,0,0,2,2,40,2819,1
0,0,18,0,43,0,74,74,236,197236,2
0,2,8,0,9,3,0,0,2,134,2
0,5,3,1,40,26,578,578,90,139720,2
0,0,11,0,11,1,4504,4504,1130,12963990,3
0,0,5,0,14,27,0,0,1,7,1
0,0,16,0,0,0,0,0,1,2,1
0,0,6,0,8,0,188,188,52,81045,1
0,0,15,0,0,1,0,0,150,1096,1
0,0,8,0,0,0,3,3,15,1209,2
0,0,14,0,0,0,0,0,7,19,1
0,8,1,0,0,0,0,0,7,989,2
0,0,12,0,7,3,0,0,1449,45095,1
0,0,5,0,0,0,0,0,4,137,1
0,0,3,0,0,0,0,0,2,26,1
0,0,12,0,11,17,0,0,2,63,1
0,0,13,0,0,0,0,0,2,33,1
0,0,21,0,4,10,0,0,78,425,1
0,0,10,0,0,0,0,0,1,298,2
0,0,14,0,0,0,0,0,14,180,1
0,0,20,0,54,36,324,324,103,1280664,1
0,0,5,0,0,0,0,0,2,38,1
0,0,2,0,7,22,4,4,16,18021,1
0,0,4,0,0,0,0,0,1,1,1
0,0,20,0,49,4,475,475,392,1023498,1
0,1,2,0,0,1,21,21,39,4602,2
0,0,6,0,0,1,1,1,120,4779,1
0,8,1,2,1,0,5510,5510,3686,16106147,3
0,0,10,0,0,2,0,0,4,175,2
0,0,21,0,1,0,2,2,38,920,1
0,0,22,0,2,0,1,1,165,2471,1
0,1,12,0,0,0,0,0,1,71,1
0,0,21,0,8,112,3,3,2,5,1
0,0,13,0,4,7,21,21,47,43151,1
0,0,5,0,2,16,0,0,55,389,1
0,0,14,0,0,0,0,0,5,75,1
0,0,14,0,0,0,0,0,0,41,1
0,0,4,0,0,0,1,1,4,30,1
0,0,5,0,0,0,0,0,25,322,1
0,0,2,0,1,2,0,0,5,127,1
0,0,12,0,77,9,19,19,23,1131,1
0,0,20,0,0,0,1,1,69,135,1
0,0,22,0,0,0,0,0,9,51,1
0,0,10,0,0,0,0,0,1,131,2
0,0,1,0,19,3,30,30,147,13059,1
0,2,1,0,205,0,185,185,105,44828,1
0,0,7,0,1,0,25,25,1056,418916,2
0,4,10,2,2,4,77,77,109,541592,2
0,0,10,0,0,2,0,0,2,201,2
0,0,17,0,0,0,0,0,2,31,1
0,0,12,0,2,0,3,3,11,231,1
0,1,9,0,173,372,26,26,698,72428,2
0,0,16,0,0,0,0,0,1,10,1
0,25,3,9,9,2,4864,4864,141,915261,2
0,0,12,0,0,0,1,1,4,44,1
0,8,20,2,31,6,34,34,30,13487,3
0,1,8,0,0,0,0,0,2,112,2
0,0,2,0,0,0,0,0,1,90,2
0,0,20,0,0,0,0,0,396,1239,1
0,0,5,0,2,0,1,1,42,285,1
0,0,8,0,0,0,9,9,180,179741,2
0,0,16,0,0,0,0,0,1,10,1
0,0,4,0,0,0,0,0,3,116,1
0,0,10,0,1,3,2,2,37,3048,2
0,0,22,0,1,0,542,542,7,711,1
0,0,12,0,0,0,0,0,1,21,1
0,0,4,0,0,0,0,0,1,13,1
0,1,2,0,0,0,0,0,1,80,1
0,0,6,0,1,6,0,0,1,13,1
0,1,16,0,1,1,0,0,2,14,1
0,0,15,0,3,0,132,132,343,428314,1
0,4,1,0,17,8,0,0,1,99,2
0,435,3,204,60,70,48510,48510,908,15538867,3
0,0,12,0,0,0,0,0,2,9,1
0,61,3,51,6,1,26961,26961,1433,54613294,3
0,0,5,0,0,0,0,0,1,18,1
0,0,1,0,0,1,0,0,5,115,1
0,0,1,0,4,0,0,0,10,156,1
0,0,16,0,131,565,140,140,21,528,1
0,0,12,0,0,0,3,3,46,1754,1
0,18,11,6,10,164,168,168,132,445274,2
0,1,10,2,10,6,43,43,204,66542,2
0,0,10,0,27,2,33,33,48,353587,2
0,0,1,0,14,18,1,1,24,2310,1
0,0,16,0,32,83,115,115,461,165697,1
0,0,15,0,1,31,0,0,4,59,1
0,1,11,0,0,0,6,6,95,5420,1
0,1,16,0,1,3,2,2,5,289,1
0,0,3,2,11,0,11,11,48,701,1
0,1,10,0,11,7,5,5,5,10211,1
0,0,9,0,3,0,1,1,13,1846,1
0,0,4,0,13,3,16,16,14,689,1
0,0,12,0,0,0,0,0,3,9,1
0,1,19,0,0,0,0,0,27,110,1
0,0,6,0,30,3,38,38,46,59443,1
0,11,7,24,5,0,385,385,457,685883,3
0,0,17,0,5,1,0,0,15,2028,1
0,0,18,0,0,0,2,2,129,848,1
0,0,5,0,0,1,0,0,80,557,1
0,0,12,1,1,1,0,0,7,32,1
0,1,8,0,8,0,0,0,6,715,2
0,2,2,0,47,1,681,681,1094,1286760,2
0,0,7,1,157,0,97,97,200,13509,2
0,1,21,0,0,0,0,0,3,364,1
0,0,20,1,11,30,116,116,437,23111,1
0,0,3,0,36,1,8,8,11,302,1
0,128,3,85,28,11,79779,79779,587,22796389,3
0,0,17,0,1,2,1,1,43,1299,1
0,0,9,2,368,1,251,251,139,15083,1
0,0,14,1,2,0,3,3,18,9711,2
0,8,3,4,0,0,2,2,3,3713,3
0,2,19,0,3,0,0,0,10,2584,1
0,0,12,1,19,3,13,13,9,598,1
0,0,3,1,16,2,61,61,89,18034,1
0,0,20,0,103,8,88,88,423,32474,1
0,1,2,0,0,0,1,1,17,4992,2
0,0,12,0,425,0,260,260,753,10771,1
0,0,3,0,0,0,0,0,1,19,1
0,0,17,3,79,114,106,106,284,13812,1
0,0,12,0,6,2,2,2,1,527,1
0,3,5,0,0,3,0,0,5,410,1
0,0,21,0,0,0,0,0,5,37,1
0,0,22,0,0,0,0,0,5,19,1
0,0,21,0,2,9,8,8,101,3805,1
0,0,22,0,0,0,0,0,4,16,1
0,0,4,0,0,0,0,0,2,81,1
0,0,15,0,17,34,361,361,659,2673734,1
0,0,1,0,1,0,1,1,447,1581,1
0,3,8,0,28,5,47,47,95,62614,2
0,0,13,0,0,0,0,0,3,41,1
0,0,20,0,67,50,17,17,231,5769,1
0,3,22,6,84,8,60,60,7,6900,2
0,0,4,0,3,9,0,0,3,1138,1
0,0,14,0,4,0,0,0,3,990,1
0,3,23,0,0,0,2,2,41,2111,2
0,0,10,0,1,0,0,0,6,2638,1
0,0,7,0,0,0,0,0,2,123,2
0,0,17,0,0,0,0,0,31,1870,1
0,0,6,0,0,0,0,0,5,52,1
0,1,5,1,0,0,0,0,1,23,1
0,1,7,0,234,157,2093,2093,6115,8246591,2
0,0,7,0,0,0,0,0,26,1816,1
0,1,8,0,47,2,47,47,42,13643,2
0,0,5,0,48,17,2,2,42,6106,1
0,0,7,0,1,11,108,108,65,2387,1
0,0,10,0,3,1,0,0,2,9,1
0,0,9,0,10,5,0,0,2,221,2
0,0,8,0,0,2,0,0,83,1230,2
0,0,2,0,46,34,104,104,282,2406437,3
0,0,5,0,0,0,0,0,8,1991,2
0,0,10,0,8,4,21,21,18,91204,2
0,25,11,1,20,7,763495,763495,44276,1659201516,3
0,0,18,0,0,0,0,0,3,29,1
0,0,13,0,10,0,0,0,2,283,1
0,0,18,0,2,1,13,13,462,24264,1
0,3,11,0,2,0,1828,1828,268,822320,2
0,0,14,0,1,0,5,5,9,4475,2
0,0,5,0,0,0,0,0,1,8,1
0,6,21,0,13,0,76,76,587,193519,2
0,0,22,0,4,2,1,1,10,351,1
0,44,11,4,3,1,611,611,215,2074229,3
0,1,10,0,0,6,2,2,8,961,2
0,2,1,0,0,0,0,0,1,19,1
0,0,20,0,1,4,139,139,23,1273761,1
0,0,9,0,0,0,0,0,6,37,1
0,0,17,0,0,5,0,0,4,517,1
0,0,13,0,0,0,0,0,7,20,1
0,0,13,0,0,0,0,0,4,75,1
0,1,10,0,1,0,0,0,7,148,2
0,0,6,0,0,0,0,0,10,182,1
0,0,12,0,0,0,0,0,2,76,1
0,2,10,0,1,0,1,1,18,1983,1
0,0,16,0,34,8,4,4,20,652,1
0,1,7,2,1,0,4,4,29,3414,2
0,0,17,0,0,0,0,0,4,75,1
0,0,21,0,0,0,0,0,5,0,1
0,0,16,0,16,0,0,0,2,18,1
0,0,14,0,2,2,8,8,196,48350,1
0,0,20,0,13,30,119,119,219,178198,1
0,0,17,0,0,1,1,1,9,342,1
0,0,8,0,0,0,0,0,1,126,2
0,0,20,0,24,5,1,1,24,81,1
0,0,9,0,0,0,0,0,2,55,1
0,1,20,1,37,28,409,409,189,835038,2
0,0,14,0,6,65,1,1,11,796,1
0,0,5,0,13,1,0,0,72,1329,1
0,5,20,7,13,2,861,861,33,242171,2
0,0,16,0,5,0,0,0,330,2953,1
0,0,3,0,10,2,4,4,5,336,1
0,0,17,0,0,0,0,0,0,211,1
0,2,11,29,3,0,741,741,306,701656,2
0,2,9,0,1,1,0,0,3,350,2
0,0,21,0,7,899,1,1,80,1708,1
0,2,8,0,0,1,6,6,16,13014,2
0,0,10,0,0,1,1,1,18,708,2
0,0,9,0,0,0,4,4,18,1154,1
0,25,3,26,8,11,11437,11437,857,6267960,3
0,1,12,0,0,0,1,1,4,90,1
0,0,22,0,0,0,4,4,37,233,1
0,1,11,0,11,10,5,5,8,3228,2
0,0,16,0,477,1420,158,158,3618,90122,1
0,4,15,0,15,4,6,6,10,4324,3
0,0,4,0,2,2,4,4,2,99,1
0,1,18,0,30,116,824,824,1357,12071633,1
0,0,10,0,44,18,249,249,97,217426,2
0,2,19,0,3,0,42942,42942,5190,324973321,2
0,0,19,0,0,0,0,0,2,289,1
0,0,17,0,0,2,0,0,5,114,1
0,1,6,1,63,665,1179,1179,739,2084804,2
0,0,12,0,2,1,0,0,1,0,1
0,0,10,0,17,1,3,3,31,449,1
0,1,3,0,5,0,0,0,4,384,1
0,1,4,0,0,0,0,0,5,268,2
0,0,1,0,0,0,1,1,109,3232,1
0,2,6,0,32,4,25,25,43,19399,1
0,1,8,0,281,36,409,409,93,71332,2
0,1,20,0,3,0,0,0,848,2333,1
0,1,7,0,0,0,3,3,14,1821,2
0,0,6,0,0,0,0,0,0,22,1
0,0,10,0,0,0,0,0,3,219,2
0,0,5,0,9,5,2,2,7,674,1
0,0,5,0,5,1,1,1,77,364,1
0,0,19,0,30,41,54,54,36,37493,1
0,0,2,0,29,117,1,1,1,61,1
0,0,8,0,4,1,0,0,8,1048,2
0,1,17,0,0,1,0,0,2,80,1
0,0,18,0,8393,10,1419,1419,81,6331,2
0,0,10,0,0,0,0,0,2,285,2
0,3,1,0,2,0,67,67,177,47900,2
0,37,18,31,3,4,1004448,1004448,172,305318965,3
0,1,2,0,0,8,1,1,46,8290,1
0,0,13,0,0,0,0,0,17,467,1
0,0,17,0,0,0,1,1,5,76,1
0,0,5,0,1,2,1,1,28,3003,1
0,0,12,0,9,0,0,0,1,5,1
0,0,2,0,7,24,23,23,48,9508,2
0,2,2,2,18,1,48,48,46,266753,2
0,1,18,0,1,0,1,1,755,3506,1
0,0,15,0,0,0,1,1,26,1749,1
0,0,22,0,0,0,0,0,6,24,1
0,0,21,0,0,0,0,0,9,262,1
0,0,1,0,0,0,1,1,89,744,1
0,2,11,0,1,1,6,6,75,12716,2
0,0,12,0,0,0,0,0,1,31,1
0,0,5,0,0,0,0,0,5,27,1
0,0,2,0,1,0,1,1,16,599,1
0,0,12,0,2,59,1,1,108,1157,1
0,0,5,0,0,0,0,0,3,256,1
0,0,17,0,1,23,3,3,85,963,1
0,0,6,0,3,3,1,1,4,897,1
0,0,5,0,3,25,12,12,60,111033,1
0,7,2,17,547,16,880,880,584,526772,2
0,0,13,0,2,4,12,12,21,10635,2
0,0,20,0,0,0,0,0,14,725,1
0,0,6,0,15,9,1,1,2,25,1
0,0,17,0,0,0,1,1,13,399,2
0,0,13,0,0,0,0,0,6,52,1
0,0,1,0,21,23,3,3,16,2531,1
0,0,7,0,5,1,1,1,3,57,1
0,2,5,0,0,1,0,0,3,232,2
0,18,8,6,2,4,11072,11072,695,4414482,3
0,0,2,0,7,0,590,590,619,455227,2
0,0,4,0,22,11,51,51,797,109354,1
0,0,14,0,3,4,0,0,22,3789,1
0,0,8,0,0,0,0,0,5,817,2
0,1,2,0,27,74,25,25,74,15508,2
0,1,17,0,13,7,1,1,8,197,1
0,2,2,0,3,0,84,84,570,546516,2
0,2,15,0,0,0,0,0,1,188,2
0,0,4,0,0,0,0,0,1,36,1
0,6,7,0,1,0,6,6,12,6470,3
0,0,6,0,0,0,1,1,2,19,1
0,2,8,0,22,16,0,0,3,376,2
0,0,3,0,0,0,1,1,45,468,1
0,0,17,0,3,1,0,0,104,684,1
0,0,10,0,2,0,9,9,57,12176,2
0,13,3,6,26,5,10984,10984,2251,15310284,3
0,0,11,1,413,0,409,409,289,479114,2
0,21,10,43,1,0,2,2,1,651,2
0,0,18,0,2,0,3603,3603,44529,136866762,1
0,3,8,3,1614,6332,6972,6972,2305,4889370,2
0,0,19,0,1,4,0,0,13,334,1
0,0,13,0,17,4,2447,2447,5405,3531453,1
0,1,1,0,0,0,0,0,2,54,1
0,8,17,13,325,38,3767,3767,136,2399699,3
0,0,9,0,0,0,0,0,2,94,2
0,0,17,0,0,0,0,0,1,87,1
0,1,22,0,34,0,76,76,20,2075,1
0,1,17,1,16,1,20,20,45,1445,1
0,0,15,0,0,0,0,0,5,173,1
0,10,3,1,150,241,165,165,55,47190,3
0,0,15,0,0,0,0,0,43,610,1
0,0,8,0,69,2393,12942,12942,20633,69826981,2
