favourite_count, up_count, category, comment_count, following_count, favourites_count, followers_count, subscribe_count, videos_count, vv_count, Popularity_rank
0,2,19,0,1,0,2,2,11,489,2
0,0,22,0,0,0,2,2,58,434,1
0,71,7,11,1,0,14401,14401,1301,260570546,3
0,1,10,1,1,6,30,30,78,21103,2
0,0,5,0,55,55,18,18,34,6762,1
0,3,8,0,4,19,50,50,799,63679,2
0,3,2,2,11,2,32881,32881,5122,18853548,3
0,0,13,0,0,0,0,0,272,562,1
0,1,11,0,11,1,4536,4536,1138,13007869,3
0,0,21,0,1,13,0,0,8,43,1
0,0,9,0,2781,5,2504,2504,9174,22574111,1
0,2,2,0,0,4,2,2,7,1356,2
0,0,1,0,0,0,0,0,0,81,1
0,0,10,0,1,2,3,3,63,50807,1
0,5,8,0,17,16,9,9,59,25738,2
0,0,21,0,0,0,1,1,33,938,1
0,0,21,0,1,2,0,0,52,1925,1
0,0,6,0,5,0,2,2,63,502,1
0,0,6,0,25,9,1,1,25,1961,2
0,1,10,0,0,0,447,447,700,162639,2
0,13,6,17,1,0,2516,2516,254,370990,3
0,0,4,0,0,0,0,0,20,49,1
0,0,21,0,2,2,8,8,68,10559,1
0,126,24,25,0,0,220542,220542,134,40110038,3
0,0,1,0,0,0,0,0,3,836,2
0,2,20,0,59,3,97,97,108,119511,1
0,0,20,0,0,0,4,4,326,8566,1
0,0,16,0,2,1,1,1,1,73,1
0,10,2,0,3,20,533,533,16,54899,3
0,3,21,0,13,19,12,12,107,21580,2
0,0,4,0,0,0,0,0,7,67,1
0,5,11,0,8,33,4159,4159,134,3064201,2
0,0,17,0,7,22,1,1,15,2490,1
0,34,7,4,18,0,17752,17752,71571,1218851740,3
0,0,15,0,0,0,0,0,15,521,1
0,0,10,0,3,1,15,15,23,4137,2
0,0,21,0,23,31,1060,1060,251,2218464,1
0,13,8,43,544,1,765,765,406,210553,2
0,0,10,0,0,0,0,0,6,1168,2
0,0,7,0,0,0,0,0,3,180,2
0,0,21,0,2,8,0,0,16,589,1
0,0,22,0,87,16,153,153,1983,354862,1
0,0,21,0,18,34,5,5,64,21311,1
0,0,5,0,0,0,0,0,2,11,1
0,0,9,0,0,0,0,0,13,47,1
0,149,2,85,641,15,10207,10207,282,5303560,3
0,0,1,0,0,0,0,0,2,164,2
0,0,17,0,23,2,72,72,16,705644,1
0,0,12,0,7,22,3,3,36,7204,1
0,0,22,0,0,0,6,6,127,2653,1
0,0,19,0,3,0,1,1,5,796,1
0,0,5,0,0,0,0,0,12,495,1
0,2,20,0,23,0,113,113,86,103590,2
0,0,5,0,0,0,0,0,1,108,2
0,0,12,0,0,0,0,0,1,23,1
0,0,19,0,0,0,0,0,2,21,1
0,1,6,1,0,0,0,0,6,423,1
0,0,5,0,0,0,1,1,10,58,1
0,0,12,0,0,0,0,0,1,72,1
0,2,8,0,0,0,256,256,2333,574241,2
0,8,8,2,5,1,330,330,704,1658026,2
0,16,7,22,3,0,18,18,14,23897,3
0,0,21,0,1,3,0,0,25,350,1
0,0,9,0,6,13,7,7,161,10836,2
0,2,12,0,0,1,3,3,4,468,2
0,1,5,0,0,0,1,1,7,173,1
0,0,11,0,0,0,0,0,3,182,2
0,0,1,0,6,35,212,212,3735,331741,2
0,0,10,0,0,0,0,0,1,272,2
0,1,20,0,1,3,0,0,2,30,1
0,0,22,0,0,0,17,17,117,1979,1
0,0,21,0,1,4,2,2,49,4096,1
0,0,20,0,0,0,2,2,259,2861,1
0,0,21,0,3,0,91,91,429,1462119,1
0,2,4,2,0,0,0,0,1,60,1
0,11,16,102,6,0,3251,3251,306,2837449,3
0,6,4,1,0,0,0,0,1,280,2
0,0,17,0,0,0,0,0,2,78,1
0,0,22,0,0,0,0,0,13,337,2
0,0,9,0,0,0,0,0,12,350,1
0,0,21,0,0,5,0,0,5,58,1
0,1,19,0,0,0,0,0,1,64,1
0,10,3,0,6,0,72,72,48,47849,3
0,1,16,0,4,0,1,1,5,207,1
0,0,4,0,6,6,34,34,211,547376,1
0,1,16,0,0,1,14,14,24,12100,1
0,1,8,0,37,155,106,106,5322,556380,2
0,0,10,2,7,206,137,137,176,210778,3
0,7,3,0,14,0,27,27,113,92779,2
0,2,21,0,26,341,1384,1384,620,6764951,1
0,2,1,0,92,3,1376,1376,1076,219608,1
0,0,20,0,7,0,166,166,15210,875077,1
0,12,12,4,0,0,1,1,2,11614,3
0,0,13,0,51,22,3,3,18,541,1
0,0,6,0,1,0,0,0,3,327,1
0,0,13,0,0,0,11,11,286,14065,1
0,0,6,0,52,207,7,7,32,43433,2
0,0,22,0,0,0,16,16,518,71598,1
0,0,12,0,0,0,1,1,45,9029,2
0,0,17,0,3,2,14,14,97,58815,1
0,7,10,0,4,0,8,8,15,10361,2
0,0,9,0,1,0,1,1,2,50,1
0,0,16,0,2,0,0,0,18,221,1
0,0,1,0,4,1,13,13,58,6106,1
0,3,10,7,6,9,101,101,18,24683,2
0,0,12,0,0,0,0,0,2,49,1
0,0,21,0,1,0,0,0,1,2,1
0,5,10,15,313,12,1507,1507,204,575979,2
0,0,20,0,0,0,0,0,41,281,1
0,0,12,4,117,0,146,146,42,4885,1
0,1,12,0,0,0,0,0,4,582,1
0,0,20,0,0,0,1,1,36,8255,1
0,22,20,27,83,160,7877,7877,438,38885725,3
0,0,1,0,19,3,30,30,147,13088,1
0,0,12,0,0,0,0,0,8,284,1
0,0,20,0,49,4,475,475,392,1023756,1
0,6,3,2,3,1,20645,20645,598,12933666,3
0,0,20,0,0,0,0,0,7,83,1
0,1,10,2,10,6,43,43,205,67303,2
0,0,9,0,0,0,0,0,1,12,1
0,0,12,0,57,34,4,4,14,809,1
0,0,20,0,1,1,0,0,53,2433,1
0,0,23,0,0,0,0,0,8,33,1
0,0,5,1,12,0,33,33,78,98954,2
0,23,11,1,0,1,74,74,191,76229,3
0,105,3,30,19,1,9309,9309,391,1483707,3
0,0,1,0,21,134,1,1,17,6913,1
0,0,4,0,26,9,19,19,39,9909,1
0,1,10,0,6,0,10,10,29,13308,3
0,1,6,0,0,0,2,2,22,319,1
0,0,21,0,2,9,0,0,18,895,1
0,0,16,0,58,15,334,334,828,2691190,1
0,0,6,0,0,0,0,0,4,594,1
0,0,16,0,8,0,1,1,61,3843,1
0,0,12,0,1,3,7,7,478,56155,1
0,0,20,0,0,2,0,0,92,2060,1
0,0,4,0,24,3,2,2,23,1600,1
0,1,5,1,5,55,0,0,2,59,1
0,0,12,0,0,0,0,0,14,787,1
0,0,17,0,1,4,2,2,36,1857,1
0,1,13,0,0,0,21,21,780,46097,1
0,0,8,0,7,14,436,436,5881,7393015,1
0,0,22,0,0,0,58,58,31,4603,1
0,47,24,28,17,0,30189,30189,210,60641748,3
0,16,8,4,0,0,5,5,22,6527,3
0,0,5,0,0,0,0,0,3,24,1
0,1938,3,1028,42,1,270749,270749,672,71214571,3
0,0,1,0,0,1,15,15,40,14847,2
0,0,5,0,2,0,1,1,8,820,1
0,3,21,3,0,6,1480,1480,82,236131,2
0,0,10,0,0,0,0,0,6,2746,2
0,2,4,1,92,12,63035,63035,4569,141789155,2
0,21,8,68,4339,4,4688,4688,208,10447092,2
0,10,1,0,4,0,1794,1794,921,708592,3
0,1,5,0,0,0,0,0,1,154,2
0,0,18,0,0,1,54,54,2712,167308,1
0,0,5,0,3,0,2,2,7,2789,2
0,0,22,0,7,3,15,15,22,14931,1
0,1,15,5,0,0,15,15,51,8333,2
0,0,12,0,1,28,5,5,13,597,1
0,0,12,0,0,1,0,0,5,138,1
0,0,14,0,0,0,10,10,8,8480,2
0,0,22,0,12,44,10,10,160,2084,1
0,109,2,59,110,78,11441,11441,192,3373526,3
0,0,20,0,11,1,9,9,14,376,1
0,15,11,0,5,3,138,138,135,1510313,3
0,2,16,0,0,0,0,0,1,49,1
0,3,3,3,197,2,74760,74760,399,6975951,3
0,1,12,0,0,0,0,0,1,36,1
0,2,2,1,0,0,0,0,5,807,2
0,0,12,1,16,5,0,0,3,384,1
0,0,22,0,0,0,0,0,29,178,1
0,2,8,0,17,9,1,1,1,428,2
0,0,21,0,7,0,5,5,773,33662,1
0,0,10,0,0,7,1,1,32,4821,1
0,0,9,0,20,9,13,13,83,7679,1
0,0,6,0,0,0,2,2,21,5801,1
0,0,22,0,0,0,76,76,53,18457,1
0,0,16,0,1,0,0,0,1,2,1
0,2,10,0,3,0,1,1,4,12083,3
0,0,21,0,2,3,35,35,74,26074,1
0,4,2,1,25,18,231,231,456,822382,2
0,0,13,0,0,0,0,0,446,1691,1
0,3,3,0,11,0,15,15,43,42504,3
0,1,17,0,6,0,10572,10572,138,8114917,2
0,0,18,0,0,0,6483,6483,25985,72973781,1
0,0,12,3,5,0,1,1,2,41,1
0,9,17,0,3,0,12,12,18,10144,3
0,3,1,0,72,1,748,748,167,232715,2
0,6,10,0,1,3,2,2,11,2405,2
0,0,20,0,0,0,0,0,11,11,1
0,2,1,6,9,4,59,59,146,5585,1
0,0,12,0,3,2,0,0,1,21,1
0,0,21,0,1,0,20,20,35,22933,1
0,0,6,0,3,0,387,387,30,565135,1
0,0,2,0,0,0,0,0,33,1125,1
0,0,6,0,0,0,9,9,58,2814,1
0,0,10,0,2,1,0,0,27,370,1
0,0,10,0,0,0,0,0,3,28,1
0,2,18,0,3,0,725,725,5740,2133850,2
0,20,3,5,2,7,184,184,360,26667,2
0,1,18,0,0,0,2,2,35,15674,2
0,0,2,7,0,0,2478,2478,186,569747,2
0,3,19,0,25,2,551,551,332,1197537,1
0,0,15,0,3,32,358,358,327,339117,1
0,19,3,2,295,2,379,379,314,583177,3
0,0,10,0,4,1,0,0,1,366,2
0,0,5,0,2,1,0,0,3,98,1
0,0,22,0,4,33,8,8,179,16492,1
0,0,12,0,5,3,0,0,4,122,1
0,0,20,0,0,0,0,0,180,5614,1
0,1,6,0,52,109,7,7,12,648,1
0,3,4,0,0,1,0,0,4,1409,2
0,0,22,0,17,3,1918,1918,11282,8799304,1
0,0,11,0,3,0,30,30,2244,345725,2
0,1,21,0,2,1,2,2,6,840,1
0,1,12,0,7,1,0,0,4,760,1
0,1,23,0,0,0,17,17,42,44333,2
0,0,20,0,0,0,27,27,837,70818,1
0,0,5,0,0,1,0,0,2,133,1
0,1,2,3,2,74,284,284,129,215463,2
0,2,14,0,6,3,2,2,8,2789,1
0,2,5,1,6,4,13,13,41,8026,2
0,0,21,0,1,0,0,0,4,40,1
0,0,4,0,1,0,3,3,84,27176,1
0,1,14,1,9,1,190,190,1155,1006509,3
0,1,2,0,0,1,3,3,21,2228,2
0,0,21,0,1,0,1,1,38,1540,1
0,1,12,0,0,0,0,0,0,73,1
0,5,7,1,1,22,0,0,4,441,2
0,0,12,0,6,3,0,0,27,347,1
0,0,6,0,12,40,3,3,2,1269,2
0,0,5,0,3,1,2,2,25,10201,1
0,2,12,6,92,48,172,172,66,10525,1
0,0,21,0,1,2,3,3,6,2534,1
0,0,5,0,0,0,0,0,11,47,1
0,0,10,0,0,0,0,0,1,223,2
0,3,11,0,2,15,97,97,185,32247,2
0,0,15,0,0,0,7,7,432,91963,1
0,3,10,0,0,0,12,12,111,26401,2
0,1,12,0,0,2,0,0,1,82,1
0,108,3,85,46,8,149454,149454,674,19133061,3
0,1,7,0,8,86,35,35,45,153401,1
0,0,22,0,0,0,4,4,115,882,1
0,0,22,0,0,0,7,7,101,777,1
0,1,9,0,5,0,2,2,23,22012,2
0,0,12,0,12,1,13,13,29,9054,1
0,0,2,0,4,4,9,9,341,52433,2
0,1,8,0,4,4,1653,1653,3425,2616313,2
0,2,10,0,1,1,3,3,13,1761,2
0,0,12,0,0,2,0,0,6,4832,2
0,1,1,0,3,0,2,2,20,16654,1
0,1,12,1,1,0,1,1,1,25,1
0,10,12,6,0,0,2044,2044,56,233059,2
0,0,20,0,0,0,0,0,28,92,1
0,1,9,2,173,372,28,28,701,74365,2
0,72,3,16,56,14,21352,21352,1173,6063663,3
0,0,21,0,6,84,183,183,202,3503024,1
0,0,5,0,0,0,0,0,1,41,1
0,0,6,0,0,0,1,1,8,2447,1
0,0,17,0,3,0,2,2,33,905,1
0,1,16,0,8,66,824,824,13063,1287237,2
0,0,6,0,0,19,0,0,14,101,1
0,6,7,2,15,20,365,365,571,22786275,3
0,0,1,0,7,1,3073,3073,171,1095115,1
0,0,4,0,1,14,26,26,334,70933,1
0,0,22,0,0,0,0,0,6,533,1
0,1,17,0,1,0,25,25,79,87135,2
0,0,22,0,0,0,0,0,10,408,1
0,1,1,0,0,0,0,0,5,80,1
0,2,16,0,135,17,107157,107157,695,508796920,2
0,0,21,0,1,0,0,0,13,29,1
0,0,22,0,0,0,123,123,1631,124462,1
0,431,3,9,29,1,3559,3559,16,178913,3
0,2,5,1,0,0,1,1,7,842,2
0,1,16,0,30,23,3,3,6,162,1
0,0,1,0,0,0,0,0,21,49,1
0,13,8,0,3,1,2603,2603,910,3298271,3
0,0,11,0,1,4,2,2,117,1426,1
0,1,11,0,70,73,162,162,235,69871,1
0,0,22,0,0,0,0,0,2,5,1
0,0,21,0,0,2,0,0,3,55,1
0,0,14,0,0,0,0,0,5,107,1
0,0,6,0,0,0,2,2,216,1053,1
0,0,2,0,13,5,0,0,18,2938,1
0,0,4,0,0,0,0,0,1,3,1
0,0,18,0,4,0,3851,3851,63394,83417114,1
0,0,19,0,3,1,75,75,3665,585542,1
0,0,11,0,0,0,0,0,2,207,2
0,0,12,0,6,0,1,1,5,428,2
0,4,15,0,17,15,101,101,82,496315,2
0,202,3,65,11,1,62963,62963,448,7347682,3
0,2,7,1,43,16,0,0,113,1354,2
0,0,18,0,3,0,7293,7293,45288,221728913,1
0,0,1,0,0,1,1,1,65,837,1
0,0,12,1,1,0,0,0,2,57,1
0,1,22,0,1,0,8,8,603,6165,1
0,0,9,0,24,0,0,0,1,22,1
0,1,6,0,7,0,61,61,176,75963,2
0,1,11,0,1,0,93,93,3978,556005,1
0,0,12,0,0,0,0,0,15,53,1
0,45,7,11,0,0,80100,80100,2587,458053074,3
0,0,17,0,0,3,0,0,4,75,1
0,0,18,0,1,1,2,2,7,776,1
0,1,20,1,84,485,449,449,975,412487,1
0,1,21,0,1,1,3,3,25,617,1
0,101,3,45,1,2,1949,1949,179,411224,3
0,3,15,0,36,240,1507,1507,9388,45845378,2
0,0,6,0,20,0,23,23,80,193369,1
0,281,23,425,6838,30,315839,315839,513,579557771,3
0,1,9,2,4580,0,1410,1410,84,161651,2
0,1,20,0,31,1,1,1,6,130,1
0,0,21,0,44,488,17,17,74,18721,1
0,1,14,0,0,0,4,4,32,7102,2
0,1,22,1,346,2832,4224,4224,12988,17831372,1
0,0,21,0,1,6,487,487,3304,529464,1
0,0,6,0,3,2,0,0,2,338,2
0,0,18,0,5,0,5464,5464,195027,626848260,1
0,0,3,0,0,2,302,302,646,303226,2
0,0,12,0,0,0,0,0,17,75,1
0,0,10,0,0,0,0,0,1,221,2
0,6,2,1,6,0,31642,31642,5581,335202033,3
0,0,13,0,0,1,0,0,4,14,1
0,2,17,0,184,17,140,140,98,52236,2
0,1,8,0,1,0,804,804,846,1309046,2
0,4,2,0,0,1,9,9,66,8406,2
0,104,3,119,18,0,15443,15443,490,7868675,3
0,0,21,0,3,8,1,1,17,283,1
0,1,21,0,15,33,31,31,805,72435,1
0,1,6,0,13,38,9,9,26,3561,1
0,0,14,0,0,0,0,0,1,7,1
0,0,20,0,0,0,0,0,1,5,1
0,0,12,0,2,8,0,0,172,794,1
0,1,4,0,0,0,0,0,2,8,1
0,4,10,2,0,1,0,0,2,2284,3
0,0,21,0,103,396,264,264,347,118759,1
0,0,5,0,0,0,0,0,4,196,1
0,1,16,0,27,4,58,58,53,1997,1
0,0,22,0,1,7,0,0,16,1275,1
0,0,5,0,72,35,39,39,28,39785,1
0,0,16,0,0,0,24,24,257,95972,1
0,3,8,0,0,1,1,1,2,561,2
0,0,21,0,26,241,14,14,557,13403,1
0,0,12,0,53,117,13,13,79,6073,1
0,49,7,12,8,1,2433,2433,92,3132510,3
0,1,5,0,9,0,2166,2166,1508,5502310,1
0,12,10,1,5,1,13,13,28,49894,3
0,1,9,0,15,11,10,10,195,23307,2
0,0,5,0,0,0,0,0,2,32,1
0,0,12,0,0,0,1017,1017,64,179984,1
0,15,11,6,0,0,1,1,1,434,2
0,0,21,0,18,36,2,2,44,3690,1
0,0,21,0,2,5,0,0,13,155,1
0,0,4,0,11,175,3,3,66,3138,1
0,0,8,0,5,2806,0,0,10,540,1
0,0,21,0,0,0,0,0,1,7,1
0,8,16,3,1105,827,9033,9033,346,24499145,3
0,0,20,0,169,37,261,261,738,1909000,1
0,0,3,0,26,6,405,405,899,225482,1
0,3,11,0,70,155,48,48,65,34742,2
0,1,12,1,8,2,7,7,58,17291,2
0,0,8,0,0,4,9,9,165,25270,2
0,2,11,0,3,1,2429,2429,826,2304297,2
0,0,12,0,3,0,4,4,6,369,1
0,52,3,34,55,17,50155,50155,252,4084912,3
0,42,3,10,1,0,17533,17533,345,1660163,3
0,0,20,0,5,1,22,22,25,3958,1
0,1,21,1,0,0,1,1,10,2976,2
0,0,21,0,0,0,0,0,8,785,1
0,0,16,0,46,2,145,145,523,442186,1
0,0,9,0,0,0,0,0,2,73,1
0,0,5,0,6,8,1,1,11,753,1
0,0,22,0,3,1,8,8,48,3929,1
0,0,10,0,0,0,0,0,2,945,2
0,0,14,1,24,7,2223,2223,2322,2131713,1
0,0,13,0,0,0,0,0,34,439,1
0,2,10,0,3,4,3,3,4,653,2
0,0,21,0,76,69,149,149,383,177641,1
0,0,13,0,0,0,22,22,830,100850,1
0,0,4,0,1,8,1,1,3,28,1
0,1,12,0,1,0,0,0,3,34,1
0,25,11,1,32,3,1066,1066,135,865557,3
0,0,13,0,0,0,0,0,282,1018,1
0,0,16,0,0,0,0,0,2,65,1
0,11,8,5,7,0,9,9,54,10003,2
0,0,20,0,5,1,0,0,1,3,1
0,0,11,0,9,0,414,414,2276,4371930,1
0,0,5,0,12,4,0,0,1,12,1
0,0,12,0,5,0,34,34,128,4940,1
0,4,22,7,136,10,294,294,20,9893,2
0,0,18,0,0,0,0,0,7,87,1
0,0,17,0,1,0,0,0,2,75,1
0,2,2,0,0,0,855,855,5899,5751792,2
0,0,6,0,0,0,2607,2607,28614,11186115,1
0,135,3,73,70,1,48106,48106,567,8713587,3
0,101,3,49,24,12,120917,120917,865,22784297,3
0,1,5,0,0,0,0,0,1,135,2
0,2,13,0,1,1,6,6,43,13080,2
0,1,8,0,0,0,1,1,3,717,2
0,0,12,0,0,0,0,0,1,38,1
0,2,12,0,11,72,3,3,22,1551,1
0,0,21,0,5,0,0,0,19,9994,1
0,5,7,3,125,28,50,50,88,16798,2
0,0,12,0,6,11,0,0,11,841,1
0,1,21,0,0,0,1,1,5,21944,1
0,0,16,0,14,11,35,35,48,151175,1
0,0,21,0,0,0,0,0,1,24,1
0,1,12,0,7,3,30,30,158,5865,1
0,7,3,1,11,1,213,213,175,216730,3
0,6,11,5,3,1,7892,7892,599,6475733,2
0,0,21,0,3,0,0,0,0,293,1
0,1,6,0,3,3,17,17,43,1831,1
0,0,12,0,8,0,1,1,17,1550,1
0,32,2,8,22,1,10484,10484,524,18899881,3
0,0,5,0,1,0,0,0,1,37,1
0,0,20,0,0,1,8,8,58,853,1
0,0,10,0,0,0,0,0,4,65,1
0,14,14,10,2,0,6367,6367,659,7866729,3
0,0,17,0,0,0,0,0,8,75,1
0,0,7,0,28,0,81,81,205,76895,1
0,0,22,0,0,1,9,9,320,3933,1
0,1,9,1,0,0,1,1,4,15989,2
0,0,14,0,3,0,84,84,565,1272582,2
0,2,13,0,0,0,0,0,3,1299,2
0,1,2,0,172,5,4985,4985,1309,28619130,2
0,4,20,4,48,46,2078,2078,46,1643696,2
0,27,3,27,8,11,11445,11445,858,6271793,3
0,0,13,0,7,92,8,8,23,14133,1
0,1,10,0,3,0,383,383,107,229294,3
0,0,8,0,10,18,344,344,2769,794353,2
0,1,12,0,0,1,1,1,4,168,2
0,0,17,0,0,1,0,0,5,156,1
0,0,9,0,0,0,0,0,1,52,1
0,1,20,0,0,0,1,1,22,710,1
0,0,13,0,3,11,0,0,6,132,1
0,0,6,0,345,1,500,500,702,60024,1
0,0,1,0,0,0,0,0,127,1423,1
0,0,17,0,0,0,0,0,1,26,1
0,0,21,0,3,0,7,7,10,2583,1
0,0,4,0,2,0,0,0,16,1209,1
0,0,19,0,6,0,0,0,3,8,1
0,0,21,0,0,0,1,1,150,3175,1
0,0,9,0,34,6,364,364,1305,12366185,2
0,0,1,0,0,0,0,0,1,19,1
0,0,5,0,0,2,5,5,151,4491,1
0,0,1,0,0,0,0,0,1,33,1
0,0,16,0,38,485,80,80,35,54912,1
0,26,3,16,39,11,27893,27893,414,2093751,3
0,2,11,0,0,0,1,1,96,1976,2
0,0,10,0,0,4,0,0,5,463,2
0,0,6,0,0,0,4,4,40,1015,1
0,0,13,0,0,0,0,0,1,37,1
0,0,12,0,1,0,0,0,3,95,1
0,0,6,0,13,5,3,3,100,5253,1
0,197,3,130,86,0,25304,25304,333,5864577,3
0,0,1,0,0,0,0,0,1,105,2
0,0,21,0,1,1,0,0,12,453,1
0,0,6,0,11,0,0,0,0,3,1
0,0,12,0,0,1,1,1,7,510,1
0,0,2,0,0,1,1,1,12,361,1
0,12,3,4,6,0,5382,5382,347,3289959,3
0,11,14,3,106,11,12339,12339,1361,9529708,3
0,110,3,36,6,3,50035,50035,884,48698168,3
0,0,2,2,0,0,182,182,195,82578,2
0,0,14,0,4,1,2,2,20,13033,1
0,0,5,0,1,1,0,0,10,251,1
0,1,2,0,0,0,8,8,126,27370,2
0,0,15,1,0,0,0,0,1,9,1
0,0,22,0,5,3,1,1,11,436,1
0,1,1,0,3,8,1,1,14,8319,1
0,1,14,0,6,34,0,0,1,31,1
0,0,6,0,0,0,94,94,65,112765,2
0,0,9,0,60,26,4,4,12,1913,1
0,2,7,0,36,40,421,421,1123,414451,1
0,0,21,0,0,0,0,0,10,166,1
0,3,8,0,88,2,4871,4871,4489,2297063,2
0,0,14,0,1,0,0,0,4,681,1
0,5,8,0,0,1613,4,4,423,11848,2
0,1,13,0,5,3,36,36,1172,735558,1
0,4,10,0,1,6,63,63,1382,432275,2
0,0,5,0,0,0,0,0,0,744,1
0,7,9,1,0,1,836,836,1152,603648,3
0,302,3,101,13,0,210255,210255,773,45011031,3
0,11,8,4,0,2,44,44,134,61590,2
0,1,12,0,25,9,55,55,18,5643,1
0,1,2,0,0,1,10,10,55,4401,2
0,0,18,0,5,0,2586,2586,46032,105405025,1
0,0,4,0,22,45,1,1,6,56,1
0,0,12,0,0,3,0,0,16,325,1
0,0,4,0,0,1,0,0,5,28,1
0,1,12,12,60,3,2321,2321,299,3300357,2
0,1,7,0,0,0,32,32,151,100477,1
0,0,9,0,0,0,0,0,18,2263,2
0,9,8,17,24,303,6041,6041,115,2620739,2
0,0,7,0,30,1438,15,15,360,63526,2
0,0,21,0,0,0,0,0,3,2,1
0,2,10,0,48,203,8565,8565,2124,28486324,2
0,4,22,1,66,45,11304,11304,3310,3040670,3
0,0,14,0,4,2,9,9,308,10678,1
0,0,4,0,0,0,0,0,1,21,1
0,0,12,0,0,0,0,0,2,215,2
0,34,3,15,15,1,27038,27038,536,10440087,3
0,0,5,0,0,0,0,0,4,89,1
0,32,2,50,494,56,6401,6401,207,2750093,3
0,0,20,0,0,0,0,0,1,4,1
0,1,2,0,7,24,26,26,52,9754,2
0,1,4,1,0,2,0,0,6,178,2
0,0,6,0,0,0,0,0,27,149305,1
0,0,11,0,1,0,3704,3704,684,10116820,3
0,0,17,0,0,0,0,0,10,150,1
0,0,19,0,0,1,3,3,16,8934,1
0,2,10,0,1,0,70,70,657,221625,2
0,1,19,0,4,2,20,20,94,13434,1
0,0,20,0,1,1,0,0,7,326,1
0,1,2,0,187,0,96,96,106,35157,2
0,256,3,82,28,4,135544,135544,385,51054929,3
0,0,5,0,40,22,30,30,98,40316,1
0,0,5,0,2,0,0,0,6,24,1
0,0,21,0,0,0,0,0,4,346,1
0,2,2,0,1,0,0,0,1,97,2
0,0,6,0,0,0,0,0,210,1145,1
0,1,21,0,1,1,0,0,9,219,1
0,0,6,0,14,4,24,24,114,24221,1
0,0,6,0,0,0,0,0,2,11,1
0,0,14,0,3,1,459,459,147,300512,1
0,0,4,0,0,0,0,0,1,232,2
0,0,8,0,5,2,2,2,13,9009,2
0,0,20,0,3952,95,8191,8191,27016,12309867,1
0,0,12,0,29,6,2,2,8,276,1
0,0,21,0,59,5,1,1,1,7,1
0,0,9,1,27,0,12,12,520,118500,1
0,0,16,0,4,0,0,0,2,2128,1
0,0,6,0,15,9,1,1,2,29,1
0,12,16,1,1284,13,2233,2233,1020,5248106,3
0,0,4,0,0,0,0,0,2,5,1
0,1,22,1,177,5,31,31,54,4847,2
0,1,10,0,0,0,0,0,1,95,1
0,0,7,0,0,0,0,0,24,25316,3
0,0,4,0,5,0,2,2,6,164,1
0,0,6,0,3,7,2,2,8,106,1
0,0,5,0,2,10,1,1,39,8476,1
0,2,3,0,79,0,67,67,82,1199,1
0,0,22,0,1,1,1,1,5,120,1
0,0,4,0,3,1,0,0,1,40,1
0,2,11,1,257,234,12140,12140,12828,88306959,2
0,1,2,0,263,583,1831,1831,4409,14418933,2
0,0,5,0,0,1,0,0,4,263,1
0,12,16,4,0,1,611,611,57,498609,3
0,25,2,0,13,12,2880,2880,964,6404353,3
0,0,10,0,12,6,13,13,26,403164,2
0,235,3,75,73,3434,95979,95979,747,36728196,3
0,1,12,0,10,1,1,1,7,842,2
0,0,7,0,0,0,0,0,3,241,1
0,0,12,0,0,0,0,0,0,27,1
0,1,17,0,13,7,1,1,8,205,1
0,0,4,0,61,38,2,2,12,131,1
0,0,6,0,13,30,0,0,31,4240,1
0,1,14,0,0,0,0,0,1,30,1
0,34,11,3,4,0,620,620,1220,4207596,3
0,0,21,0,3,1,730,730,52,385261,2
0,0,6,0,93,0,14,14,20,2562,1
0,9,15,0,11,0,98,98,46,74009,3
0,0,17,0,6,7,4,4,607,17473,1
0,106,3,31,20,11,152199,152199,1077,42001997,3
0,1,11,0,4,7,245,245,310,149164,2
0,6,7,0,1,0,6,6,12,8261,3
0,0,7,0,0,0,669,669,7077,3791750,2
0,0,6,0,3,11,0,0,2,13,1
0,0,21,0,0,3,0,0,1,34,1
0,1,11,0,0,0,49,49,1348,196242,2
0,0,21,0,1,2,0,0,9,733,1
0,0,12,0,1,14,0,0,4,49,1
0,0,12,0,2,0,2,2,6,65,1
0,8,2,32,101,46,422,422,77,52107,2
0,0,14,0,0,0,0,0,6,34,1
0,1,4,0,2,5,0,0,11,7544,1
0,0,19,0,0,0,0,0,4,578,2
0,0,5,0,4,8,1,1,38,464,1
0,0,12,2,359,305,109,109,353,37464,2
0,0,10,0,2,0,9,9,58,12290,2
0,0,16,0,2,0,1383,1383,18,4824273,1
0,0,17,0,0,0,3,3,24,245,1
0,1,10,0,6,4,4,4,184,14114,1
0,0,5,0,11,0,1,1,5044,15055,1
0,0,6,0,14,2,6,6,1,38,1
0,0,21,2,0,0,339,339,736,740720,1
0,1,1,0,0,44,0,0,4,318,2
0,0,12,0,0,0,0,0,13,267,1
0,2,10,0,3,0,1,1,13,13298,2
0,0,18,0,121,5,42859,42859,56718,734209753,1
0,0,8,0,19,0,269,269,1835,5920636,2
0,1,1,4,0,0,4,4,4,584,2
0,16,22,2,15,2,1131,1131,7,52684,3
0,0,20,0,0,0,0,0,3,77,1
0,1,12,0,0,0,0,0,1,39,1
0,1,14,0,10,10,3,3,98,11752,1
0,18,17,0,297,0,549,549,180,1766555,3
0,0,18,0,1,0,730,730,28330,32226975,2
0,3,10,0,15,7,19075,19075,3042,5503086,2
0,4,10,0,0,0,2,2,2,3950,3
